dummy,ll1,ll2,ll3,ll4,ll5,ll6,ll7,ll8,ll9,ll10,ll11,ll12,ll13,ll14
tt3532,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59
tt3533,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59
tt3534,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59
tt3535,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59,55.59
tt3536,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6
tt3537,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6
tt3538,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6
tt3539,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6
tt3540,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6
tt3541,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6
tt3542,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61
tt3543,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61
tt3544,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61
tt3545,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61
tt3546,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61
tt3547,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61
tt3548,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62
tt3549,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62
tt3550,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62
tt3551,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62
tt3552,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62
tt3553,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62
tt3554,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63
tt3555,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63
tt3556,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63
tt3557,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63
tt3558,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63
tt3559,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63
tt3560,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64
tt3561,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64
tt3562,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64
tt3563,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64
tt3564,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64
tt3565,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64,55.64
tt3566,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65
tt3567,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65
tt3568,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65
tt3569,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65
tt3570,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65
tt3571,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65,55.65
tt3572,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66
tt3573,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66
tt3574,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66
tt3575,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66
tt3576,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66
tt3577,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66,55.66
tt3578,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67
tt3579,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67
tt3580,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67
tt3581,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67
tt3582,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67
tt3583,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67,55.67
tt3584,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68
tt3585,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68
tt3586,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68
tt3587,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68
tt3588,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68
tt3589,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68,55.68
tt3590,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69
tt3591,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69
tt3592,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69
tt3593,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69
tt3594,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69
tt3595,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69
tt3596,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7
tt3597,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7
tt3598,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7
tt3599,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7
tt3600,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7
tt3601,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7
tt3602,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71
tt3603,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71
tt3604,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71
tt3605,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71
tt3606,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71
tt3607,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71,55.71
tt3608,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72
tt3609,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72
tt3610,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72
tt3611,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72
tt3612,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72
tt3613,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72
tt3614,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73
tt3615,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73
tt3616,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73
tt3617,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73
tt3618,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73
tt3619,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73
tt3620,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74
tt3621,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74
tt3622,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74
tt3623,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74
tt3624,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74
tt3625,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74,55.74
tt3626,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75
tt3627,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75
tt3628,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75
tt3629,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75
tt3630,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75
tt3631,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75
tt3632,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76
tt3633,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76
tt3634,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76
tt3635,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76
tt3636,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76
tt3637,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76
tt3638,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77
tt3639,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77
tt3640,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77
tt3641,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77
tt3642,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77
tt3643,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77,55.77
tt3644,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78
tt3645,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78
tt3646,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78
tt3647,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78
tt3648,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78
tt3649,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78,55.78
tt3650,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79
tt3651,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79
tt3652,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79
tt3653,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79
tt3654,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79
tt3655,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79,55.79
tt3656,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8
tt3657,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8
tt3658,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8
tt3659,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8
tt3660,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8
tt3661,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8
tt3662,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81
tt3663,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81
tt3664,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81
tt3665,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81
tt3666,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81
tt3667,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81
tt3668,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82
tt3669,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82
tt3670,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82
tt3671,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82
tt3672,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82
tt3673,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82
tt3674,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83
tt3675,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83
tt3676,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83
tt3677,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83
tt3678,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83
tt3679,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83
tt3680,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84
tt3681,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84
tt3682,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84
tt3683,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84
tt3684,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84
tt3685,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84
tt3686,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85
tt3687,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85
tt3688,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85
tt3689,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85
tt3690,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85
tt3691,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85,55.85
tt3692,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86
tt3693,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86
tt3694,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86
tt3695,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86
tt3696,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86
tt3697,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86,55.86
tt3698,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87
tt3699,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87
tt3700,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87
tt3701,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87
tt3702,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87
tt3703,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87,55.87
tt3704,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88
tt3705,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88
tt3706,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88
tt3707,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88
tt3708,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88
tt3709,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88
tt3710,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89
tt3711,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89
tt3712,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89
tt3713,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89
tt3714,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89
tt3715,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89,55.89
tt3716,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9
tt3717,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9
tt3718,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9
tt3719,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9
tt3720,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9
tt3721,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
tt3722,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
tt3723,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
tt3724,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
tt3725,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
tt3726,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
tt3727,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92
tt3728,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92
tt3729,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92
tt3730,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92
tt3731,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92
tt3732,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92
tt3733,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93
tt3734,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93
tt3735,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93
tt3736,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93
tt3737,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93
tt3738,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93,55.93
tt3739,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94
tt3740,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94
tt3741,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94
tt3742,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94
tt3743,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94
tt3744,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94,55.94
tt3745,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95
tt3746,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95
tt3747,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95
tt3748,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95
tt3749,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95
tt3750,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95
tt3751,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96
tt3752,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96
tt3753,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96
tt3754,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96
tt3755,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96
tt3756,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96,55.96
tt3757,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97
tt3758,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97
tt3759,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97,55.97
