dummy,ll1,ll2,ll3,ll4,ll5,ll6,ll7,ll8,ll9,ll10,ll11,ll12,ll13,ll14
tt1823,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81
tt1824,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81
tt1825,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81,52.81
tt1826,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82
tt1827,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82
tt1828,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82
tt1829,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82
tt1830,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82
tt1831,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82
tt1832,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82,52.82
tt1833,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83
tt1834,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83
tt1835,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83
tt1836,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83
tt1837,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83
tt1838,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83
tt1839,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84
tt1840,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84
tt1841,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84
tt1842,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84
tt1843,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84
tt1844,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84,52.84
tt1845,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85
tt1846,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85
tt1847,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85
tt1848,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85
tt1849,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85
tt1850,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85,52.85
tt1851,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86
tt1852,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86
tt1853,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86
tt1854,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86
tt1855,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86
tt1856,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86
tt1857,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86,52.86
tt1858,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87
tt1859,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87
tt1860,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87
tt1861,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87
tt1862,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87
tt1863,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87
tt1864,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88
tt1865,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88
tt1866,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88
tt1867,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88
tt1868,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88
tt1869,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88
tt1870,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89
tt1871,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89
tt1872,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89
tt1873,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89
tt1874,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89
tt1875,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89
tt1876,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89,52.89
tt1877,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
tt1878,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
tt1879,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
tt1880,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
tt1881,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
tt1882,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
tt1883,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
tt1884,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
tt1885,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
tt1886,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
tt1887,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
tt1888,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
tt1889,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
tt1890,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
tt1891,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
tt1892,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
tt1893,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
tt1894,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
tt1895,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
tt1896,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93
tt1897,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93
tt1898,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93
tt1899,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93
tt1900,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93
tt1901,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93
tt1902,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94
tt1903,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94
tt1904,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94
tt1905,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94
tt1906,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94
tt1907,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94
tt1908,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
tt1909,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
tt1910,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
tt1911,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
tt1912,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
tt1913,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
tt1914,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
tt1915,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
tt1916,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
tt1917,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
tt1918,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
tt1919,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
tt1920,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
tt1921,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97
tt1922,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97
tt1923,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97
tt1924,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97
tt1925,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97
tt1926,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97,52.97
tt1927,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98
tt1928,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98
tt1929,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98
tt1930,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98
tt1931,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98
tt1932,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98,52.98
tt1933,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
tt1934,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
tt1935,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
tt1936,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
tt1937,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
tt1938,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
tt1939,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
tt1940,53,53,53,53,53,53,53,53,53,53,53,53,53,53
tt1941,53,53,53,53,53,53,53,53,53,53,53,53,53,53
tt1942,53,53,53,53,53,53,53,53,53,53,53,53,53,53
tt1943,53,53,53,53,53,53,53,53,53,53,53,53,53,53
tt1944,53,53,53,53,53,53,53,53,53,53,53,53,53,53
tt1945,53,53,53,53,53,53,53,53,53,53,53,53,53,53
tt1946,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01
tt1947,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01
tt1948,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01
tt1949,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01
tt1950,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01
tt1951,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01,53.01
tt1952,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02
tt1953,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02
tt1954,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02
tt1955,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02
tt1956,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02
tt1957,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02,53.02
tt1958,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03
tt1959,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03
tt1960,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03
tt1961,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03
tt1962,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03
tt1963,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03
tt1964,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03,53.03
tt1965,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04
tt1966,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04
tt1967,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04
tt1968,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04
tt1969,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04
tt1970,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04,53.04
tt1971,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
tt1972,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
tt1973,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
tt1974,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
tt1975,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
tt1976,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
tt1977,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06
tt1978,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06
tt1979,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06
tt1980,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06
tt1981,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06
tt1982,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06
tt1983,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06
tt1984,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07
tt1985,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07
tt1986,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07
tt1987,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07
tt1988,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07
tt1989,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07
tt1990,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08
tt1991,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08
tt1992,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08
tt1993,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08
tt1994,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08
tt1995,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08,53.08
tt1996,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09
tt1997,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09
tt1998,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09
tt1999,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09
tt2000,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09
tt2001,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09,53.09
tt2002,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
tt2003,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
tt2004,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
tt2005,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
tt2006,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
tt2007,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
tt2008,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
tt2009,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11
tt2010,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11
tt2011,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11
tt2012,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11
tt2013,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11
tt2014,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11
tt2015,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12
tt2016,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12
tt2017,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12
tt2018,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12
tt2019,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12
tt2020,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12,53.12
tt2021,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13
tt2022,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13
tt2023,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13
tt2024,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13
tt2025,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13
tt2026,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13
tt2027,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13
tt2028,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
tt2029,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
tt2030,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
tt2031,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
tt2032,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
tt2033,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
tt2034,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
tt2035,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
tt2036,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
tt2037,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
tt2038,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
tt2039,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
tt2040,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16
tt2041,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16
tt2042,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16
tt2043,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16
tt2044,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16
tt2045,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16,53.16
tt2046,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
tt2047,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
tt2048,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
tt2049,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
tt2050,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
tt2051,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
tt2052,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
tt2053,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18
