dummy,ll1,ll2,ll3,ll4,ll5,ll6,ll7,ll8,ll9,ll10,ll11,ll12,ll13,ll14
tt5241,34176,31300,47810,60562,57097,34176,32928,58854,40070,67013,27035,37435,24297,23426
tt5242,36014,22958,50827,66842,56166,36014,35538,62387,40943,75002,22257,44023,22449,21779
tt5243,40319,25415,57240,58337,55152,40319,38589,64729,44794,80139,26425,51972,25535,23406
tt5244,47990,36123,63724,51791,57314,47990,45448,69596,52084,86470,34358,57905,35887,30310
tt5245,48444,37078,62899,43154,55728,48444,44734,69153,51843,88256,32617,54638,37876,31136
tt5246,46333,33046,60008,36336,55651,46333,38848,66687,49536,88444,34470,51739,36553,28044
tt5247,46582,34269,60669,35126,58138,46582,34781,66944,48280,88873,41451,48391,35754,28580
tt5248,45003,31931,60157,35108,55378,45003,30238,66038,44288,87931,39997,44180,33460,27395
tt5249,45243,30670,61829,41071,51678,45243,29839,67330,43221,88125,43574,41864,34147,28802
tt5250,40620,24570,59857,51441,45757,40620,25953,65850,39363,86097,35652,30189,31218,25823
tt5251,32008,21231,43253,60355,41982,32008,21770,58659,34786,77090,27648,28444,23341,22026
tt5252,24621,23432,31943,76381,40275,24621,20777,50767,31479,68781,23329,27896,22050,20258
tt5253,8116,17178,18648,73126,26863,8116,11766,31610,17607,51555,9216,12075,18184,10021
tt5254,14030,18550,20518,72077,27745,14030,16550,30371,18297,48573,9987,12752,20251,14629
tt5255,10224,19627,21105,77020,27154,10224,20639,27812,17198,43691,10371,12155,21202,19246
tt5256,9089,20370,22264,83358,26947,9089,23481,25877,16475,40625,12849,11262,25028,22653
tt5257,9144,21277,24700,86572,27040,9144,26045,24771,15950,38870,14231,10219,29912,25889
tt5258,9247,22774,26112,90184,27332,9247,28634,24338,15191,37021,16013,9962,29532,28854
tt5259,9670,24318,24931,95748,27669,9670,32310,23934,14453,34816,17535,9998,29026,31838
tt5260,11785,25805,24766,101816,28117,11785,36070,22657,14068,29780,17840,10047,32258,34993
tt5261,14428,27638,26284,105212,28461,14428,39277,21093,14074,26528,19720,10238,32905,34613
tt5262,12431,31676,30505,105339,30779,12431,37500,21777,17598,26069,24879,12642,32931,30212
tt5263,27457,45221,48769,119085,49271,27457,41458,42336,37918,43377,40179,28921,33856,36291
tt5264,25105,41602,45663,123909,49671,25105,33931,46401,37725,52555,34239,33124,25437,29127
tt5265,29887,31355,46854,110014,52905,29887,26704,53681,40924,63881,25242,40257,28316,23979
tt5266,33799,26062,46140,94568,49326,33799,22860,57170,42663,70135,22451,44805,30285,24650
tt5267,39221,23892,52719,69895,46013,39221,21428,61912,47343,77542,28598,50128,32816,28418
tt5268,46549,36537,62223,55241,42963,46549,27079,67306,53803,86528,39490,59414,42808,35329
tt5269,46893,37532,60862,45778,37054,46893,27459,66625,52943,88969,34549,60671,45118,35700
tt5270,45593,32976,58638,37376,39311,45593,24604,64055,49903,88824,29927,55565,44563,31892
tt5271,46233,32105,59189,36660,39896,46233,23297,64032,49632,88960,30580,55803,45923,31707
tt5272,44722,28177,57261,37197,36420,44722,22057,61226,48055,87888,30365,51210,44619,29663
tt5273,45107,29447,56976,43716,40783,45107,24042,55150,48847,87959,33388,47170,44391,30127
tt5274,41026,26867,53875,53700,40021,41026,22674,45074,44968,83674,31283,39516,40385,26006
tt5275,33021,23851,49640,66657,38476,33021,22069,39474,38572,75367,26154,32347,31616,21669
tt5276,26338,21436,44032,83725,37250,26338,33328,36290,33749,66460,21952,27597,22481,20283
tt5277,9232,9389,28190,80426,24118,9232,31817,21279,19286,48759,9212,10872,9019,16551
tt5278,15778,10261,27872,82771,25232,15778,33220,21456,20029,47453,10293,10966,10025,25538
tt5279,11530,10947,25983,84282,24453,11530,35310,19803,18829,45182,14655,10166,9806,31870
tt5280,9413,14055,26103,86808,23679,9413,37836,18542,17602,43082,18354,10064,9494,35842
tt5281,9362,16487,25597,91603,23576,9362,39132,17974,16388,40159,20603,10010,10385,39369
tt5282,9688,17981,25371,94475,23939,9688,40699,17694,15058,37960,22327,9953,13526,43373
tt5283,11865,19406,25731,96553,24491,11865,42125,17447,14009,36485,23051,9933,15049,48307
tt5284,13933,20525,24919,98314,25019,13933,42760,17494,13491,30333,23688,9937,16320,54257
tt5285,15978,21593,24945,103017,25747,15978,43044,17924,13297,25440,23402,10202,19492,52266
tt5286,13389,24207,26974,108020,28446,13389,40218,20495,16806,26378,25622,12671,23009,42731
tt5287,27459,38013,43685,111416,47379,27459,41229,38952,37639,48822,39969,30532,28680,43328
tt5288,25010,34564,40669,104875,47567,25010,29421,36957,38864,58269,33515,33091,26285,33421
tt5289,29948,28296,41215,91681,50763,29948,23852,37020,43497,66972,24406,41726,31173,24162
tt5290,34042,27558,41850,78552,49945,34042,23463,35258,45205,72533,21764,46321,34942,21416
tt5291,39575,23336,48705,61045,51246,39575,25245,38437,49350,81442,21608,51085,43681,21414
tt5292,47232,26039,56889,56307,55529,47232,31969,45726,56103,88068,27528,58555,55677,26487
tt5293,48344,27396,55620,55598,54373,48344,34856,44737,55662,88493,29023,59077,57480,25559
tt5294,47707,22680,53350,52214,52575,47707,33360,40407,53038,88856,25712,56082,53659,22103
tt5295,48055,25469,52325,48834,52967,48055,31085,36766,52909,89297,26966,48388,53775,23062
tt5296,46181,23904,50253,46576,48076,46181,27219,31349,50986,88142,22439,38914,51825,22127
tt5297,46064,24492,51102,50639,43348,46064,28082,33133,49960,86819,30184,45063,51080,23589
tt5298,41371,23178,49524,61120,37272,41371,24475,30921,45125,82164,28551,41888,46416,22543
tt5299,32984,21203,43901,67451,35929,32984,20488,29816,38617,73496,22440,36902,37886,20616
tt5300,26328,23923,40169,78568,36570,26328,26738,28991,33631,65842,23773,31553,29003,25334
tt5301,9682,15007,26381,72617,24863,9682,22020,16323,18879,49171,12999,16235,11173,19144
tt5302,16650,15180,25974,74093,26051,16650,21684,18101,19168,48146,12003,17360,10121,21791
tt5303,13316,15725,25067,77003,25059,13316,27416,16839,17741,43193,15242,15675,9871,24222
tt5304,11142,17465,25367,80069,24363,11142,32335,16544,16813,36282,19472,13484,9737,25807
tt5305,9931,20617,24722,81893,24341,9931,31003,16863,16278,29988,22369,10937,9730,27549
tt5306,9138,21098,24801,83409,24666,9138,30915,16067,15707,27583,24160,10022,9814,28391
tt5307,9170,23408,25425,80902,25157,9170,31752,15943,15372,25532,24539,9928,9799,28036
tt5308,10243,26428,24773,77983,24805,10243,30492,16408,15378,23678,26092,9881,11219,28763
tt5309,15610,29649,25514,78653,24319,15610,30719,16088,15961,22888,27914,10160,12541,28543
tt5310,15328,34262,29229,88843,25899,15328,29303,18627,18980,23553,30479,12565,13201,27267
tt5311,26616,46674,44500,106235,43795,26616,31443,36673,38366,42158,43990,28943,26604,36487
tt5312,24358,37358,39600,112470,42633,24358,26185,33725,38744,53123,39084,30558,26694,29046
tt5313,28594,25730,40002,100668,44831,28594,31032,33369,42596,65735,28665,36555,32656,24446
tt5314,33808,23209,37703,79193,44878,33808,33557,32342,43096,71126,24595,39899,37581,25198
tt5315,40639,30506,38735,52584,48135,40639,35926,38114,45653,79169,24141,42955,43073,29616
tt5316,48637,40679,45576,37719,54603,48637,42841,47897,51362,88253,31558,50082,51913,37751
tt5317,48975,41958,37351,31499,53926,48975,42733,47191,50656,88905,25926,51321,55604,37885
tt5318,47377,40153,32601,25377,51015,47377,35727,41278,49228,88344,21613,51035,54152,34554
tt5319,47565,39208,31747,24092,50384,47565,33934,35398,47901,88495,24029,56485,55790,35822
tt5320,46196,28662,34226,26045,47308,46196,33221,29348,44764,87371,25420,55161,55794,35428
tt5321,46452,24790,44909,33428,46195,46452,31780,32197,44285,87224,25179,56007,55208,37030
tt5322,41432,34860,44409,39275,42686,41432,26376,31190,41099,84257,31041,48389,50746,33358
tt5323,32486,33333,40414,45171,40011,32486,21820,30329,37739,74121,23506,38111,42078,28840
tt5324,24947,32315,38095,59423,38405,24947,21118,28819,35803,65265,24774,34052,31722,25551
tt5325,8339,20850,24872,54535,24909,8339,14956,15822,21901,46382,13489,16966,13382,9944
tt5326,15254,20464,26397,58442,25258,15254,18860,17668,21370,40403,15002,14120,14012,9751
tt5327,12110,21438,26289,66274,23987,12110,20185,16557,18778,34338,18723,11084,12570,9592
tt5328,9793,22270,25240,69184,23106,9793,19572,15866,17369,30416,20651,9943,11899,9514
tt5329,9226,23115,25638,72824,23194,9226,18557,15597,16808,28630,21039,9897,11253,9542
tt5330,9639,23894,26432,74016,23438,9639,15583,15462,16355,28267,21131,9931,10833,9590
tt5331,11882,24633,27011,79580,23497,11882,14521,15291,16321,24351,21154,9943,10449,10212
tt5332,13484,25751,26281,87074,22881,13484,13048,14975,16399,20188,21161,9970,9663,12529
tt5333,15034,28033,26800,90567,22269,15034,16874,15183,17207,19519,22995,10928,9947,12205
tt5334,12310,32265,29795,92580,23630,12310,23885,17587,16924,20518,26715,13514,12356,12362
tt5335,28400,45662,46084,106927,44729,28400,37356,34967,30421,37976,40539,27534,28280,29234
tt5336,26414,38660,40140,111980,50192,26414,36043,32441,27388,46269,35785,30260,26812,28692
tt5337,34138,30512,39631,99275,56866,34138,35196,32468,29068,59685,26157,38311,26083,27357
tt5338,39937,29094,42531,80149,57298,39937,39804,36337,31014,68482,23370,40742,21921,21928
tt5339,46756,23234,49527,51810,58806,46756,41423,47989,37248,75498,22095,48102,21888,21508
tt5340,54526,30571,59465,38021,63302,54526,45689,59413,45421,83023,31118,57261,27013,28486
tt5341,54771,30666,58809,30757,61641,54771,46360,58449,46027,83842,37102,54473,27684,30021
tt5342,53030,24183,56872,23504,58753,53030,43269,50781,44187,84702,36349,52032,25698,24984
tt5343,53302,25814,57606,22075,58307,53302,41830,47324,42405,85694,29838,51840,26098,22569
tt5344,51817,26929,54953,24439,55290,51817,41798,45245,36615,83139,22474,45862,27234,20818
tt5345,52521,27875,56110,32059,54019,52521,46310,45958,33962,79825,23227,45724,30516,23864
tt5346,47174,24174,53863,43181,48937,47174,48047,43421,29877,75653,23750,41848,27822,26200
tt5347,37377,21205,48537,50067,43859,37377,41197,39254,27080,66425,22882,37538,24448,24434
tt5348,29048,24901,43526,60521,40687,29048,42802,35161,24297,55133,26792,31885,21481,29414
tt5349,11088,18430,27237,58386,26328,11088,32461,20448,10748,35555,16526,12017,9406,21686
tt5350,17530,19018,30095,68116,26795,17530,30865,20230,12115,31866,17162,10082,10519,22366
tt5351,12999,19274,29376,77620,25610,12999,29781,17742,11519,28679,20757,9952,12191,23028
tt5352,10101,19567,29092,83465,24481,10101,29149,15746,10775,26164,23294,9885,13520,23758
tt5353,9402,19977,28685,86730,23807,9402,29798,14296,9978,24139,25013,9885,13117,24574
tt5354,9446,20599,28611,88097,23449,9446,30327,13129,9545,22107,24995,9891,13130,25563
tt5355,9883,21846,28981,89665,23262,9883,30729,11811,9510,20898,20130,9942,15245,26717
tt5356,11882,22748,28806,90236,22840,11882,30448,10590,9521,19749,20178,9971,15493,28116
tt5357,14194,22951,29169,90754,22724,14194,29887,10318,9779,19663,25460,10224,13648,29155
tt5358,11884,24439,32081,94734,24808,11884,30819,12680,12152,21408,29934,12545,14018,30653
tt5359,28824,36575,49189,110208,46736,28824,41489,32425,26831,39809,42433,28948,27405,42410
tt5360,26693,32095,45783,116325,52362,26693,37220,37656,24761,47904,37770,32130,28188,37242
tt5361,34596,24746,46510,98422,58797,34596,30340,46233,23981,60291,29676,38072,34461,28910
tt5362,41237,22353,46894,72196,59815,41237,29233,51008,21692,70235,24343,38173,38115,25402
tt5363,49403,25516,54267,47305,61841,49403,27330,56583,23470,81473,25651,42662,43005,21715
tt5364,58798,33702,61349,34354,66275,58798,27427,64783,29127,88557,35366,52836,49235,26591
tt5365,60120,33225,60290,27423,65182,60120,24541,65106,28096,88279,39617,57083,53184,27522
tt5366,59175,28026,59045,22448,62060,59175,21647,62286,25121,87008,41214,56477,51789,24680
tt5367,59523,25107,59522,21837,60651,59523,21834,61739,25475,86112,43440,56243,52992,24820
tt5368,57675,21028,57940,21020,56487,57675,20838,58314,24733,82330,43187,51891,47235,23166
tt5369,57492,24360,57756,23638,54468,57492,23133,56288,27132,77216,41476,47415,46516,24390
tt5370,51666,23480,54003,27426,48966,51666,23013,51034,26580,70544,29308,39697,43666,22675
tt5371,41585,21371,48406,31867,43877,41585,21343,44542,24971,65185,21538,33875,38943,20368
tt5372,32977,25099,42759,49591,40866,32977,21109,38795,23075,60409,21053,31579,33055,23993
tt5373,15022,17687,28360,43551,26531,15022,9337,22435,9583,43478,9342,17911,16962,18924
tt5374,21228,18932,29527,41499,27130,21228,10170,21690,9971,42025,10130,15852,16789,22647
tt5375,16132,20624,29308,44561,26077,16132,9990,19839,9663,36033,10395,12530,13510,26469
tt5376,13035,22253,29274,47047,25365,13035,9851,18544,9650,34345,14401,10886,11762,29388
tt5377,11297,23885,27602,54009,24848,11297,9903,17467,9717,32949,17086,10511,11737,32339
tt5378,9873,25569,26118,58987,24371,9873,9910,16321,9820,30680,17734,10002,10604,35029
tt5379,9370,27266,25118,60418,23869,9370,9870,15008,9923,28902,19384,9892,10181,36945
tt5380,9390,27625,24067,64550,23728,9390,9827,13899,9939,27459,20806,9897,10156,38740
tt5381,9766,27613,23704,67307,24167,9766,10193,12855,10196,26320,21425,10154,10271,38928
tt5382,10790,29358,25344,68964,26813,10790,12607,14182,12482,26012,23755,12518,12604,37906
tt5383,30620,42137,41309,82140,48181,30620,28916,32456,29684,43322,37480,29245,28001,49215
tt5384,27369,39756,39143,89674,52704,27369,28347,34763,31530,50269,34012,31915,26906,46735
tt5385,36217,33818,41554,84495,58711,36217,30228,40141,33726,63750,25321,38766,27138,35895
tt5386,43731,32353,41361,72596,59950,43731,25123,44887,33708,74628,22921,44554,23772,32155
tt5387,52688,26852,46322,50257,61942,52688,23192,52130,38168,84469,30787,47543,26428,26424
tt5388,61743,26428,54577,37609,66226,61743,30680,61200,45367,90032,42331,53534,32974,26171
tt5389,62270,26294,56183,28345,65194,62270,28834,61002,44745,90457,44919,48743,33707,25396
tt5390,60022,25085,55266,22343,62513,60022,22537,57685,42295,89968,42639,35256,34209,21331
tt5391,60094,29551,53885,21703,62509,60094,27017,56790,41372,89806,40703,31782,37405,24072
tt5392,58602,27671,51705,21027,58841,58602,30909,53132,37956,88977,36233,24643,36780,32213
tt5393,57353,24888,52865,23563,55508,57353,30739,51029,37368,86626,32870,32512,36084,43076
tt5394,51333,28170,49933,28398,48941,51333,27449,45602,33346,79390,24516,32025,34225,42991
tt5395,41828,33502,45309,34296,43392,41828,25275,39571,28160,70275,23515,27482,28375,36295
tt5396,34134,34629,40966,47583,40269,34134,21922,35438,24729,57329,22044,25407,21825,37425
tt5397,17980,24644,25821,41443,25899,17980,9418,21063,10586,38069,11625,11260,9270,27445
tt5398,24829,24889,27252,42966,26395,24829,10224,21506,11401,37608,11925,11672,10158,27452
tt5399,22262,25839,27206,46783,25374,22262,10019,20198,10370,34058,13815,10330,12643,29074
tt5400,19541,26792,26800,49359,24794,19541,9925,19205,9521,31183,16044,10050,17474,31059
tt5401,16623,28132,25214,53143,24376,16623,9892,17805,9555,29222,17071,10073,19589,33271
tt5402,13414,29857,25287,56324,24115,13414,9818,16277,9663,27078,19021,10069,18131,35503
tt5403,11024,31608,25773,61645,23665,11024,9876,14821,9839,25330,20495,10076,18611,37107
tt5404,9651,32610,24694,65547,23463,9651,9851,14093,9795,23528,21016,10083,17778,38631
tt5405,9436,33084,24877,66094,24062,9436,10122,14153,10001,22967,23069,10326,15628,38552
tt5406,11364,35262,27816,68543,26978,11364,12653,16343,12346,25183,26856,12767,16180,37014
tt5407,31987,46224,44391,82690,47898,31987,31803,35156,29059,44817,40573,31475,26952,45130
tt5408,26379,37670,40626,89133,51411,26379,32273,36851,30918,56834,33762,33628,26450,39409
tt5409,32758,28047,43095,81212,57232,32758,34143,42191,35320,71976,24679,42910,31526,32066
tt5410,38279,23547,42133,66906,58118,38279,37383,43519,37478,81191,24862,48238,35351,30380
tt5411,45875,23262,40480,44058,59960,45875,41098,45555,42496,88672,30520,49677,41889,27015
tt5412,53836,33642,42241,31854,64805,53836,49974,50173,49636,92422,36500,52464,48274,28569
tt5413,53159,33441,50361,26095,63821,53159,50357,49241,48949,92039,34795,38241,46662,27601
tt5414,50454,30901,54816,22775,61430,50454,43250,47302,46054,91328,32845,39173,48105,24451
tt5415,52417,32875,56601,22242,61398,52417,41531,48061,44818,91555,34649,37092,51663,24457
tt5416,52055,29767,55621,21154,57544,52055,37010,45643,41118,90734,32357,28726,51496,24951
tt5417,53579,30552,58736,23863,55120,53579,38284,44783,40117,91036,34038,35529,50541,29433
tt5418,48849,25804,55892,31620,48577,48849,33607,41270,36471,90787,30813,40076,46820,32359
tt5419,39935,21898,50385,40308,42072,39935,27571,37352,32441,81497,25433,32296,40309,31150
tt5420,32180,21295,45732,51219,38802,32180,24760,34483,29839,66920,21699,25913,32143,36910
tt5421,16001,12583,30350,46415,24636,16001,11314,20373,15946,44443,9216,11053,16152,31665
tt5422,23386,15210,31309,50634,25346,23386,11863,21039,16596,41253,10275,12255,17648,35313
tt5423,20513,19089,30922,55215,24412,20513,10233,20140,15333,39617,13127,11707,16847,39227
tt5424,18251,23048,29886,57058,23713,18251,9897,19664,14422,41139,15098,11309,15707,41566
tt5425,16364,25685,28316,57110,23559,16364,9900,19239,13819,42202,17005,11275,15046,43525
tt5426,14390,26976,28002,57418,23490,14390,9943,18239,13268,41364,18787,11197,13801,45347
tt5427,11815,28094,27386,65712,23354,11815,9876,17209,12793,39916,19008,11329,12453,47360
tt5428,9457,28632,25718,68805,22959,9457,9834,16250,12398,39267,19106,11346,10651,49869
tt5429,9529,28986,26052,66817,22969,9529,10210,16100,12283,39380,19486,10520,10344,49013
tt5430,10724,30966,28830,69239,24968,10724,12581,18279,16075,39478,21767,12711,12881,45394
tt5431,30469,43002,45245,82949,46130,30469,28454,36483,36748,54361,35798,30817,32608,50094
tt5432,27352,37920,43051,86704,51236,27352,28314,36244,37198,58598,32328,41405,35185,41295
tt5433,35400,29249,46755,68067,58521,35400,33969,39869,39960,67838,25010,46230,40469,31728
tt5434,41100,29600,47980,51828,59498,41100,38963,42033,40122,73915,22351,43888,39027,28539
tt5435,47995,28142,51619,37290,60354,47995,43646,47171,43410,82991,27113,50173,30367,24291
tt5436,56305,35047,59390,30995,64140,56305,49988,55253,50393,89791,37883,59287,28474,25479
tt5437,57304,42689,56440,26303,62855,57304,48291,53948,50729,89785,34700,58904,31997,26898
tt5438,56402,26031,45868,22611,60086,56402,42455,48544,49014,89460,31127,58174,36485,32378
tt5439,57036,22187,43272,22085,59440,57036,39621,45158,48006,89624,31898,57743,38124,23141
tt5440,55573,21262,56072,21219,55720,55573,33345,41892,43863,88889,27961,51232,33779,20849
tt5441,56013,23606,60655,23730,53562,56013,32497,42331,42617,88979,27982,47387,30913,23123
tt5442,50404,24707,58982,27210,48431,50404,29424,39585,38549,88598,23629,39917,25529,23897
tt5443,39892,24234,51335,30314,43950,39892,26453,35347,34149,79893,26871,34311,24317,22484
tt5444,31745,29876,45617,42090,41187,31745,23198,31592,31016,70232,31875,31705,22772,29205
tt5445,14925,21315,30037,37595,26726,14925,10033,17232,17088,51262,22484,18387,9848,23243
tt5446,20971,21514,30255,39629,27044,20971,11836,17372,17705,48283,22189,18961,11656,24925
tt5447,17529,22183,28916,43124,25837,17529,10804,15419,16538,44259,22126,17798,10509,23815
tt5448,14334,22758,26501,46772,25056,14334,9870,13635,15777,39668,21578,16032,10343,19201
tt5449,11080,23246,24354,49352,24425,11080,9743,13175,15320,34884,21241,14416,10786,23555
tt5450,9210,24360,23265,50377,24018,9210,9721,12767,14831,30988,22653,13000,10132,30371
tt5451,9393,26155,22109,53228,23645,9393,9725,12655,14279,27862,23259,12004,10107,32107
tt5452,10828,28174,21165,54420,23850,10828,9732,13199,13896,25101,25438,11876,10079,32786
tt5453,14271,30420,20957,56848,24788,14271,10099,13908,13973,22371,26967,10814,10348,32225
tt5454,13612,34139,24575,61389,28015,13612,12681,17051,17822,23204,29270,12714,12783,30332
tt5455,26343,49517,41696,76308,49162,26343,30584,34046,38993,41154,43022,31234,31734,37603
tt5456,23633,46022,36366,78522,53231,23633,29898,30103,39781,50030,40361,35402,34009,31866
tt5457,25868,39910,37403,60753,58717,25868,33306,28106,43075,63651,29242,43014,37845,24118
tt5458,30708,45586,38193,45027,59667,30708,37390,22458,43017,71090,24646,47219,41325,22607
tt5459,38139,30496,43350,28288,61678,38139,41553,24414,46017,80190,23277,51457,50943,25790
tt5460,47863,26805,49824,27311,66300,47863,47451,28736,51504,88737,32644,58622,60254,32425
tt5461,50340,25234,51249,31968,64760,50340,47681,25571,50782,89109,33133,60536,61277,31894
tt5462,51097,22404,48263,32340,61387,51097,43970,24684,48291,88759,24313,58491,58949,26327
tt5463,52577,23221,41032,33241,60486,52577,43587,24249,47356,89103,21860,57401,61482,24044
tt5464,51046,21341,34814,31071,56528,51046,36656,21265,44074,88158,22955,53891,58169,20703
tt5465,51180,23729,50936,30790,53858,51180,30591,24244,43431,88430,32570,52112,59549,22889
tt5466,45644,24228,53126,23752,47943,45644,26439,24346,39849,86102,27250,44800,56496,22774
tt5467,35877,23705,47300,23503,43282,35877,24290,24121,35690,72225,21640,36961,48592,20632
tt5468,28200,31061,40985,35532,40819,28200,21114,23453,32721,57709,25220,32869,40036,23978
tt5469,10702,23356,25221,32483,26750,10702,9319,11260,19053,40634,16050,19119,23743,15713
tt5470,17681,23723,25954,37174,27351,17681,10123,13786,19957,40577,17941,20631,23159,16527
tt5471,13598,24252,25199,42584,26315,13598,10403,13287,18902,38684,19881,18347,20553,18121
tt5472,10951,24823,22818,48185,25601,10951,13140,13547,18259,38017,20797,15404,18890,19476
tt5473,9518,25541,21109,54470,25072,9518,15711,14117,17698,36506,20456,13039,17232,20497
tt5474,9479,26060,20490,57858,24700,9479,16174,13850,17145,34245,21902,11754,15606,21362
tt5475,9562,26821,19852,66193,24304,9562,17213,13767,16577,31737,23865,11179,14757,23540
tt5476,9776,27563,20214,76038,24030,9776,18354,13633,16086,31665,24313,10151,13806,25682
tt5477,11665,28446,21567,76373,24265,11665,16563,13764,15969,29587,24769,10304,13476,26385
tt5478,11016,31434,27060,79155,26686,11016,15696,16405,16743,27391,25615,12640,15507,26331
tt5479,29535,44958,45397,97519,47995,29535,27406,34204,31504,45624,39332,31289,35976,36602
tt5480,26818,40066,41400,102414,52967,26818,27371,31856,27593,53146,35484,35128,39921,33623
tt5481,34111,29768,44011,87430,59304,34111,30062,32213,31537,65394,25466,40772,46451,28463
tt5482,38831,26430,49587,68148,60604,38831,31806,29282,36086,73386,22827,44289,50759,29183
tt5483,44655,22364,57569,38684,62059,44655,37031,31147,43836,82150,28686,51742,56355,27031
tt5484,52475,30480,63320,33426,66192,52475,44975,37018,53073,89667,39143,59868,64314,27814
tt5485,53676,29989,62593,28609,64252,53676,44182,35444,53230,89994,38940,59964,63101,25148
tt5486,53083,22878,59707,28445,60176,53083,41058,31637,51270,89487,31889,59102,62878,21255
tt5487,53603,21727,52545,29623,53094,53603,40326,29075,50758,89412,26674,57095,65097,21191
tt5488,51575,21161,38664,27735,43700,51575,35254,25347,47249,88296,23756,51904,63025,21603
tt5489,51425,23713,46754,26494,50401,51425,35264,27927,46521,88325,23736,48034,63001,26103
tt5490,45238,23499,48330,23180,47413,45238,30876,27725,41970,86316,26345,39763,58644,28117
tt5491,34461,21612,43983,23096,42243,34461,24450,27519,35968,76432,27827,33246,50144,26089
tt5492,25872,25761,40946,32015,39810,25872,20809,26443,31503,67500,28990,31317,40912,30284
tt5493,8550,17618,27920,29873,26159,8550,8986,13804,17139,51177,18281,18295,24075,22493
tt5494,14840,18429,28739,36690,27508,14840,9644,15076,17836,49312,17751,20019,24015,24313
tt5495,11226,19682,28326,39863,27132,11226,9990,14313,16662,45518,17896,17292,22075,26428
tt5496,9358,21180,27821,43683,27104,9358,13514,13730,15529,41754,21545,15354,19138,27695
tt5497,9288,22349,25811,50675,27044,9288,17386,13084,14301,38044,23179,13571,17587,28659
tt5498,9436,23124,24678,56640,26690,9436,20933,12076,13081,35313,21645,13958,15984,28748
tt5499,10196,24006,24899,57648,26328,10196,22444,10986,11876,33777,22893,14579,14020,28352
tt5500,12385,24889,24297,56355,25794,12385,23868,10290,10624,31272,24246,14596,13262,27945
tt5501,14627,26330,25134,58694,25657,14627,26396,10155,10001,24978,24864,14962,12686,27816
tt5502,12623,29789,28155,60996,27600,12623,25970,12485,13146,22182,27187,17320,15668,29176
tt5503,27172,41657,45471,74534,48611,27172,30451,30371,34210,41852,40360,37203,37723,41666
tt5504,24758,33758,41517,78098,53545,24758,25347,33998,36107,52591,34082,37667,41299,37868
tt5505,30948,24776,45543,69578,59851,30948,24556,40698,38894,65402,24908,41857,47539,29869
tt5506,37565,22995,49715,69740,61392,37565,24433,43429,37868,72402,23124,43217,50047,27416
tt5507,45525,30151,57475,61916,62482,45525,28417,46808,39494,79074,23073,50247,54950,24173
tt5508,54065,38852,63786,56657,66604,54065,35782,52676,45370,87150,31796,58557,63540,26777
tt5509,54392,36202,63013,41538,64651,54392,36488,51883,45605,88624,39828,57854,65027,26796
tt5510,52724,32700,60471,24388,57711,52724,33228,50003,43923,88410,40574,55911,61159,24227
tt5511,52924,33726,60123,22350,52718,52924,30983,50458,43528,88963,39021,52978,62363,24971
tt5512,51719,29799,57481,21534,48344,51719,24287,47691,40287,88110,25608,49433,62296,25955
tt5513,52629,28630,57537,24030,47862,52629,23373,45614,39637,88111,26948,47409,61666,30339
tt5514,47313,24169,55565,28890,44561,47313,22674,39869,35907,84960,24637,42421,57394,33866
tt5515,37582,21523,51259,37530,41195,37582,21194,31508,31565,74851,21336,37102,48320,32514
tt5516,30180,22660,46001,50790,39094,30180,25196,25329,28721,66951,23433,33764,39384,36708
tt5517,13150,15687,29718,42160,25293,13150,17413,9470,14536,48902,13112,19677,22402,28319
tt5518,18651,18124,30317,39866,25877,18651,18050,9835,14794,46959,13040,20092,21859,28782
tt5519,13975,19873,29170,40593,24679,13975,19713,9657,13226,43431,14218,18428,19237,30531
tt5520,10752,22029,28600,41721,23963,10752,20813,9622,11396,40393,17225,16019,19269,32915
tt5521,9292,24009,28204,42587,24050,9292,21099,10633,9718,38912,19893,13030,19673,35544
tt5522,9341,23771,28364,43829,24436,9341,21344,11453,9656,38390,21583,12340,19231,37304
tt5523,9582,25315,28189,44757,24786,9582,22536,12227,9725,36905,23323,11927,16779,38047
tt5524,9946,27082,27859,44725,24010,9946,23576,13360,9751,33696,24269,11667,14835,38661
tt5525,10950,27697,28421,45658,22826,10950,25334,14609,10012,32001,24853,11573,14830,38444
tt5526,10700,31814,31108,47364,23703,10700,27343,17785,12392,33435,27187,14005,17709,38454
tt5527,29710,45200,48395,59800,40069,29710,37953,27154,28472,48625,42009,32617,37490,48776
tt5528,26847,39494,45820,62966,36501,26847,34825,27101,32548,54188,35974,38447,40366,44240
tt5529,34881,30435,47487,56829,34753,34881,27828,34319,37320,65623,25381,44938,47098,35492
tt5530,41495,27023,47635,58579,31297,41495,23250,38325,37919,71082,24389,46813,50434,33833
tt5531,49606,22232,54919,44987,39057,49606,24051,42054,41206,78722,30003,50316,57032,27567
tt5532,58489,26886,63031,33269,45649,58489,34150,48567,47909,86037,36925,52842,64484,26137
tt5533,59112,28579,62275,26884,42608,59112,34440,47984,48515,86991,36050,42000,64772,25567
tt5534,57534,27308,59398,26774,49948,57534,26512,45907,47206,87075,35155,43707,63926,21605
tt5535,57776,27147,59770,28509,54879,57776,22208,46144,46787,87791,40322,42103,64622,21376
tt5536,56664,23063,58956,25820,53537,56664,20757,43880,43388,87208,35974,44326,51653,21619
