dummy,ll1,ll2,ll3,ll4,ll5,ll6,ll7,ll8,ll9,ll10,ll11,ll12,ll13,ll14
tt1285,75050,34299,35811,24540,51943,75050,98907,76998,133853,29399,35695,58333,39808,149868
tt1286,64292,31838,32355,23201,48384,64292,93664,74099,141796,28540,35898,56224,39438,148353
tt1287,61609,27090,32619,25542,47121,61609,94825,73368,150319,27240,40851,56467,36227,150868
tt1288,65724,21163,31514,23354,44297,65724,99596,77152,149766,22160,38734,53359,35747,155264
tt1289,77037,24086,33465,25422,44290,77037,112843,88953,151549,23206,35921,49874,41802,161972
tt1290,84506,23152,30708,26157,41249,84506,125858,104118,150132,24491,30112,44764,43356,162314
tt1291,77113,21324,25589,24722,38706,77113,126579,109443,138918,24228,24418,38602,40367,151110
tt1292,78843,26393,21659,21443,37068,78843,131917,119960,139391,27090,20873,34447,43587,151858
tt1293,70843,22134,9150,9067,23558,70843,124149,117193,130748,16818,11770,19658,34028,143283
tt1294,87659,26288,9975,9889,24342,87659,121438,117942,127739,17518,17084,16434,39433,140474
tt1295,86069,23345,9752,11003,23595,86069,120649,120467,129179,19651,21166,12312,53320,140607
tt1296,86589,23145,9642,11271,23129,86589,119400,122741,129209,23097,22895,11141,65423,140739
tt1297,87765,24933,9678,11439,23205,87765,118202,122853,131304,32099,24696,10190,73088,140472
tt1298,89078,27747,9691,12472,23353,89078,118249,120888,130849,36029,28600,9704,76857,140013
tt1299,89346,30840,9671,18550,23508,89346,119497,118485,128031,31312,33478,9721,79130,139711
tt1300,89411,32989,9671,26200,23700,89411,120939,118331,128611,25817,37974,9761,82318,139303
tt1301,90001,34532,10013,28875,24198,90001,122779,120461,131114,24341,42475,10055,84490,139564
tt1302,90358,37756,12396,33050,26714,90358,125906,124525,135639,27589,49400,12915,90158,141873
tt1303,102659,48127,26889,48820,46202,102659,137894,135366,148396,43599,66496,26774,105521,153399
tt1304,87004,36331,24839,48269,50656,87004,137678,134229,152824,36750,63660,26333,109136,157259
tt1305,79365,25003,23423,34774,57405,79365,128015,113629,145456,24971,46124,34348,101448,151990
tt1306,78212,23773,22069,23945,58777,78212,134212,99276,146358,21977,33230,41122,105241,156786
tt1307,67970,25699,25994,25663,60580,67970,130927,84447,141293,23003,22786,49526,101225,153022
tt1308,63453,32014,35257,36792,65462,63453,127490,77017,140766,30233,31740,57955,96764,152058
tt1309,61965,31955,34701,38925,62686,61965,128900,73753,138896,31592,35917,59340,91670,150488
tt1310,68566,30913,30489,36978,57763,68566,124599,71744,136813,29326,38884,57702,85749,147544
tt1311,84245,33443,28217,38365,55234,84245,120595,71779,136276,30270,43734,54875,85200,146374
tt1312,72429,29752,26233,37438,51069,72429,124819,76243,138473,28159,41003,49182,88239,147494
tt1313,81825,26928,27598,37166,49123,81825,131732,88117,145576,28324,39387,43514,95639,152775
tt1314,93338,23128,25111,33495,43944,93338,132248,102877,146475,24461,33492,35473,100226,153513
tt1315,80024,22491,22419,27620,39989,80024,121871,111504,134153,20197,23538,29054,94473,142749
tt1316,82052,32451,20902,21896,37733,82052,121508,125161,133791,20222,21481,26520,96297,144232
tt1317,75821,30482,9212,9025,24097,75821,111371,123577,124695,12905,21174,13284,86506,136772
tt1318,93273,31434,10025,11270,26218,93273,107560,125275,121437,16427,28892,14599,85216,135475
tt1319,94752,27890,9799,14666,26257,94752,105784,128346,121804,20990,31756,13443,86761,135989
tt1320,99256,23358,9700,18685,26754,99256,103474,131253,121617,32422,34299,12238,87334,135328
tt1321,98599,21113,9731,22235,26668,98599,101052,133618,120669,40974,37888,11207,87665,134380
tt1322,100253,21459,9704,23931,26072,100253,98713,135416,119768,43023,41673,10151,87562,133990
tt1323,101804,22363,9709,28431,25488,101804,97011,137125,116859,44875,45523,9848,88737,134257
tt1324,102414,24999,10147,31477,24773,102414,95197,136231,114985,50807,48571,9848,89675,134943
tt1325,103541,29362,12417,31652,24614,103541,95442,133320,115871,56645,51537,10127,90410,136054
tt1326,104387,35987,14878,33586,26409,104387,98788,131680,117374,61600,58049,12516,92626,138629
tt1327,116535,48138,29143,46795,44806,116535,111665,138982,128614,73540,72710,27144,105239,150386
tt1328,100952,36494,29294,38808,45554,100952,111959,138630,132412,51948,66849,29533,107611,154051
tt1329,94659,24709,24073,25284,49879,94659,101536,126057,125632,27736,49133,38338,94742,147996
tt1330,94541,22993,21903,29221,51245,94541,104942,119515,124083,23046,40223,43206,85832,151773
tt1331,85035,25178,24274,37406,54187,85035,97852,104959,114692,28059,27343,48617,69421,146766
tt1332,80479,32374,33268,46505,59367,80479,93520,95976,115032,35878,31645,56771,59412,144036
tt1333,77885,34711,34752,48469,56724,77885,92321,91517,115452,36995,38752,56515,51114,140991
tt1334,74958,31869,32655,49209,52687,74958,93479,89071,114594,33662,36513,52615,39607,137075
tt1335,79058,34437,35184,52165,51184,79058,96733,89426,115634,33871,36850,51225,33313,135554
tt1336,93575,34903,34941,51249,47847,93575,103122,95019,118991,31639,36161,46826,34114,136784
tt1337,104804,35257,36712,51500,46794,104804,111374,107773,124797,31276,36130,43508,40074,142492
tt1338,105452,29409,33262,48737,42533,105452,113097,117308,126849,25792,32153,35362,49935,142817
tt1339,97317,23777,28257,41193,39620,97317,103790,115610,117841,20435,24732,28552,63827,131385
tt1340,100138,21059,23394,33010,37868,100138,105414,123522,118958,20274,20794,25798,78937,131835
tt1341,93453,8941,8839,14383,24213,93453,97276,120221,109541,13359,13903,12109,74297,122424
tt1342,110649,9903,9620,13230,25359,110649,95616,121289,106092,16474,19341,12989,74232,119262
tt1343,108837,12902,9435,12510,24849,108837,97145,123935,105550,19944,23520,11881,77664,119394
tt1344,109531,17082,9407,13729,24645,109531,98506,126300,105662,21201,27116,10820,82431,119408
tt1345,110903,20097,9585,13741,24399,110903,100030,127693,105702,27067,30634,9965,84542,119446
tt1346,112435,21830,9596,11212,24063,112435,100921,127700,105311,34308,36083,9727,86303,119667
tt1347,113577,23341,10033,10342,23443,113577,101129,127497,105869,39586,43491,9734,87712,119732
tt1348,114210,23889,11849,10719,22888,114210,101321,126059,106626,43467,47676,9757,87625,119885
tt1349,114894,23546,13264,10895,22877,114894,101982,124221,107234,49399,51222,10036,87250,120465
tt1350,115267,24778,15534,12615,24977,115267,104140,123862,109333,60080,55634,12455,86894,122277
tt1351,126849,37222,29282,27706,44275,126849,115235,133286,118235,73926,68097,27063,96975,133464
tt1352,109208,33040,28833,27574,45856,109208,113468,135406,121953,52124,66035,28715,99053,137371
tt1353,92199,25109,23506,33153,50694,92199,103727,127923,110886,27406,50487,37860,78523,132293
tt1354,79301,22716,21836,40836,52700,79301,106362,128923,99918,24982,40622,40284,64154,137467
tt1355,63827,21865,25371,49121,57547,63827,96648,121062,80172,31870,27539,44355,50890,135004
tt1356,56813,27124,33571,56703,64908,56813,90367,115824,69926,39894,26716,52296,48779,135424
tt1357,55321,29155,34945,58368,62979,55321,87060,105956,67235,40362,28558,50950,45085,135716
tt1358,53088,27064,32229,56260,57754,53088,84736,93267,67880,36843,33008,47983,39411,133928
tt1359,51811,28161,34807,57150,54797,51811,86118,84669,69939,36794,38813,50928,49861,133681
tt1360,53936,25768,35243,57225,48761,53936,94219,86944,72527,34755,38003,50126,78787,135751
tt1361,62237,25492,35570,57622,44214,62237,106779,101115,88064,34437,38305,50161,104187,141628
tt1362,75432,23202,30970,54297,38620,75432,117300,112427,100034,28304,32192,44524,112585,142561
tt1363,81320,20895,25251,48113,36977,81320,116772,111675,98255,21042,24446,35077,105958,131829
tt1364,93393,21835,21237,40251,37126,93393,121073,121571,102696,20695,20814,30641,108622,132678
tt1365,92230,14011,8912,21216,24655,92230,112746,120474,93505,13373,12397,14695,99323,123892
tt1366,112972,16009,9788,22263,26662,112972,109794,122613,90397,21508,19366,13225,100943,120771
tt1367,114008,18899,9651,22100,26632,114008,108306,124569,92273,30266,24575,11311,109989,121060
tt1368,115658,22968,9575,17818,26907,115658,106796,125900,92036,34826,25221,10043,116436,122141
tt1369,116690,25772,9559,13857,26132,116690,105602,127886,90433,39332,26050,9609,118495,123636
tt1370,117504,25250,9589,11600,24788,117504,106634,130082,91768,41886,29965,9639,123977,124224
tt1371,118480,25019,9641,9953,23473,118480,110070,132333,94525,41207,33944,9667,128817,124623
tt1372,119593,25221,10858,10292,22584,119593,113628,134252,95765,41633,39636,9664,131185,124895
tt1373,121130,26046,13047,10245,22743,121130,116652,136055,96365,45188,45607,9984,135004,125425
tt1374,121999,28798,15828,12502,25082,121999,120048,139447,98561,53097,50358,12418,139024,127756
tt1375,133812,42437,29929,26688,44062,133812,131949,148801,110510,70248,63989,26685,150248,139564
tt1376,116289,39711,29209,25089,47236,116289,126280,145763,112435,53474,60894,27500,144534,143206
tt1377,95359,31823,24134,29865,53105,95359,109052,123233,97254,28455,39159,35650,114121,137813
tt1378,77135,27123,21807,37522,53903,77135,106497,104395,91455,24781,26368,40375,97231,142107
tt1379,57483,22740,23399,46404,55277,57483,101791,82660,79846,31660,27564,44110,80725,135231
tt1380,47682,32757,32200,55949,59629,47682,99501,69161,73967,40160,41478,50716,68563,127961
tt1381,43611,35025,33055,57200,57435,43611,94796,62158,71743,41224,43629,52653,57349,120740
tt1382,39107,30849,31360,53642,54009,39107,92087,57064,68368,37617,40765,49834,48587,116111
tt1383,36483,29795,32455,51912,53105,36483,93060,53280,66430,36389,41647,49259,45309,117887
tt1384,38142,27805,31481,49751,49687,38142,96781,56704,68927,30686,37758,47573,46688,124109
tt1385,46930,29429,33812,51714,47101,46930,108303,71277,80451,27523,37037,46086,54377,134745
tt1386,60096,26045,30838,49678,41870,60096,116899,89076,91960,23393,31060,41766,65178,139102
tt1387,66018,22139,24225,44053,38599,66018,112850,93859,88340,20233,24062,35762,76714,130814
tt1388,77937,20950,20765,38559,37655,77937,114820,103133,89405,20341,20864,30241,93132,135328
tt1389,76524,11036,9181,21946,24817,76524,103633,99993,79639,8600,9541,14637,91634,130940
tt1390,97432,12957,9980,21824,26062,97432,98438,101310,76826,9329,12150,14930,95247,132994
tt1391,99488,13992,9787,21313,25147,99488,97189,103842,76912,9102,15757,14847,98801,137604
tt1392,99963,14677,9759,19084,24433,99963,96643,106128,76985,9069,20122,15166,103909,141047
tt1393,97672,16459,9728,17925,23854,97672,96153,107438,76947,9167,24352,15570,108198,144443
tt1394,94910,19297,10809,18460,23568,94910,95658,108024,76390,9272,25615,15371,108874,146481
tt1395,96671,22279,12618,19676,23328,96671,95856,108560,76340,9392,28734,14745,112418,146878
tt1396,102994,24711,12872,18241,23233,102994,95951,104388,76314,10499,32677,14280,115697,146861
tt1397,110534,26931,13215,16518,23528,110534,99233,96301,75541,12431,37588,14081,114944,145856
tt1398,114023,31376,16511,17423,25888,114023,107769,89169,74912,15545,43912,16208,115589,146438
tt1399,125687,45236,30539,33216,44751,125687,125374,96097,88205,29269,60444,36401,128765,156721
tt1400,107561,40655,29286,29800,47404,107561,125360,98372,94251,26145,57980,42025,123777,157195
tt1401,84632,32214,23807,29187,52591,84632,112460,87550,85418,24541,42076,47672,93859,146667
tt1402,65336,28489,22539,22182,49134,65336,107211,79455,83271,24990,31326,50508,74292,145873
tt1403,44370,22552,27035,21586,45433,44370,97888,63542,76077,30839,23141,56759,54715,140138
tt1404,32310,28270,33943,31492,42928,32310,96119,54430,72547,40321,36674,63796,42314,140048
tt1405,25015,36450,32151,43758,38715,25015,94841,50395,72310,42772,41957,60517,35557,139694
tt1406,22287,23784,29666,46847,43737,22287,93533,50104,78973,40127,40137,56922,29453,136005
tt1407,20845,23912,31230,49074,48460,20845,95739,52324,88360,36837,43027,57270,25076,132787
tt1408,19580,33646,30608,48927,46352,19580,102304,57837,76657,31113,42904,52526,24048,133187
tt1409,22694,30666,32873,52254,44757,22694,117271,68392,78427,30909,38586,46418,29800,140794
tt1410,25928,29533,30754,50546,39951,25928,131598,79301,79821,27044,28283,39646,39374,143911
tt1411,33294,27940,25166,42485,38090,33294,131719,83255,71285,21921,21832,35096,47857,132809
tt1412,44735,32699,21398,32682,37678,44735,136838,94373,74817,20108,20698,32521,58311,132887
tt1413,41451,23517,8990,13735,24061,41451,130227,90751,67987,8393,9891,18933,50313,124832
tt1414,60365,23450,9814,11945,24663,60365,129248,92825,68754,9031,12999,21364,46270,124193
tt1415,62684,23937,9629,9877,23040,62684,132282,97054,73633,8987,18731,21858,45496,129028
tt1416,64855,24364,9549,9699,21726,64855,135695,99866,79730,8981,23503,22598,45221,136960
tt1417,65528,25657,9637,9657,20291,65528,138653,100279,87108,26032,26869,23044,44498,148147
tt1418,66041,28078,10796,11418,19314,66041,141213,98529,95325,44339,28943,22799,44009,161459
tt1419,66899,28972,12306,15222,18748,66899,144523,97934,101648,49761,32806,23224,43869,172352
tt1420,68197,29188,13295,19757,18897,68197,148359,98197,105312,50821,36301,24047,43757,180353
tt1421,70439,30996,14093,25660,19224,70439,152606,99184,107177,56076,38764,26013,44217,186528
tt1422,73205,36402,16728,33449,21844,73205,158272,102146,109850,60712,41938,30620,45916,192456
tt1423,86500,48641,30287,50283,40959,86500,166087,112403,119139,73782,54086,36520,56143,205464
tt1424,70777,39487,28289,47452,43054,70777,147489,112532,116171,67602,48493,31162,56759,203291
tt1425,54273,27369,23660,33356,48847,54273,118849,97854,93551,47201,36778,39147,50152,181814
tt1426,43957,23480,22055,25010,50538,43957,109581,87880,82459,32872,30966,44897,53860,172656
tt1427,31971,22503,25274,22350,53644,31971,99285,73088,72225,22160,23429,51479,52939,159273
tt1428,26333,32828,34534,30571,59211,26333,118569,65029,70795,28590,27099,59698,55572,151307
tt1429,24457,36253,36165,30453,57010,24457,119896,60282,66885,29899,31672,62164,52949,144201
tt1430,21678,32716,32951,28863,52841,21678,107122,56737,62004,27555,30617,60578,47333,138788
tt1431,20190,34271,33274,30610,50804,20190,107416,54557,62420,27706,36058,60766,41033,137081
tt1432,19374,33456,30850,29641,46437,19374,113268,59320,71390,25552,37543,55532,36785,138927
tt1433,28025,32511,29983,31303,43856,28025,128855,71716,87697,24528,36435,50021,37766,146306
tt1434,36441,27102,25941,28634,38599,36441,144634,78414,96232,22427,29767,40246,38134,149954
tt1435,38512,21800,22482,23311,36078,38512,146517,70952,88636,23503,24850,31883,36327,140753
tt1436,45328,21358,20846,20385,35625,45328,151681,73574,91283,35255,22056,28189,39273,143553
tt1437,39593,16010,9183,14903,23546,39593,146689,65062,84130,32299,8732,14260,27182,137381
tt1438,54723,19247,10060,20300,25041,54723,147551,63321,82204,36916,9612,15587,25039,137267
tt1439,54374,20766,10893,22933,23895,54374,151513,64245,84604,40643,11634,14802,24079,142526
tt1440,54136,21708,12798,24145,22684,54136,156891,64930,87020,40197,19918,14355,30716,149712
tt1441,53543,22652,15545,28153,21663,53543,162071,65047,85260,43220,27177,13372,45461,157218
tt1442,52916,23906,16546,33719,20880,52916,164161,64792,84577,46006,29051,12649,62100,165154
tt1443,52550,25185,15409,35646,20343,52550,165870,64251,84949,47325,31014,12333,75569,173202
tt1444,53468,28460,14924,35140,20541,53468,169324,65036,84033,48502,32982,12071,84653,181070
tt1445,57656,34356,15330,34894,21375,57656,173322,67974,83816,50691,35493,11941,90903,188134
tt1446,62280,43039,17981,39441,24215,62280,176446,72794,85367,57719,49580,13910,95305,195896
tt1447,76382,54404,33068,54374,43390,76382,185657,88275,97398,69035,69569,28482,107549,212108
tt1448,63481,39829,31906,45394,45658,63481,172819,95073,98532,49036,59518,38181,112438,207505
tt1449,61597,25534,24759,29938,51235,61597,149419,92101,82257,27258,35408,38852,105987,180609
tt1450,57464,21873,22073,23823,53767,57464,144426,96457,70909,24409,23966,41505,112940,169393
tt1451,55454,23937,25767,23128,58473,55454,129172,93171,59097,28917,28406,53042,111675,157288
tt1452,65672,33847,36166,32522,65318,65672,120134,100713,52969,36574,35437,59946,109749,150835
tt1453,49856,35600,38848,29297,63845,49856,116447,111125,51646,35990,41713,62030,109754,144490
tt1454,48835,32931,36089,23827,59842,48835,110510,98856,50642,33403,41474,64773,108815,137450
tt1455,60489,34472,35290,29685,58257,60489,108322,93817,48985,30546,39152,61203,111396,131809
tt1456,48821,31803,33577,33656,53042,48821,116252,95476,50593,24822,39527,50083,115716,129589
tt1457,56416,30952,35217,33839,48581,56416,129106,102184,59546,23845,41250,46241,120908,137367
tt1458,66662,27716,31038,31519,41852,66662,141950,107234,71273,23493,33674,39222,124953,145401
tt1459,54459,22346,24295,28275,38655,54459,141802,101067,73835,25020,27232,32357,118024,138851
tt1460,55875,21092,21102,24509,37882,55875,146862,98948,82657,30437,23701,29483,120862,141525
tt1461,48185,16208,9218,9262,24486,48185,141535,91461,77470,22427,9355,15540,113490,134430
tt1462,63879,20103,10099,9360,25610,63879,145096,91798,77567,25878,9815,15577,110852,133290
tt1463,63287,23266,10105,9328,24903,63287,147878,88680,81894,30788,9202,14192,112434,135198
tt1464,69098,26085,11665,9308,24526,69098,148580,90439,86686,34151,9922,13203,115512,136962
tt1465,76206,27881,13706,9290,24144,76206,149913,93326,90576,37778,12682,12397,117079,138740
tt1466,85897,28676,14759,9216,23778,85897,150075,90726,94459,41777,14121,11935,119118,140551
tt1467,90333,29351,14802,9199,23213,90333,149794,92905,96475,44894,17260,11658,120792,142692
tt1468,89197,30085,14481,9171,22715,89197,148215,95935,96887,46980,21167,11401,120990,144802
tt1469,87567,31015,14577,9634,22929,87567,148533,92957,94620,47519,24926,11408,121603,145471
tt1470,87387,33853,16740,13977,25270,87387,151707,96877,94036,48465,36745,13631,123780,145983
tt1471,101321,44555,30508,31060,45414,101321,162234,113302,104922,59535,54864,29899,137147,155369
tt1472,88039,33742,28937,29790,51035,88039,159796,116206,101490,54040,51474,33047,142082,154388
tt1473,79677,23905,23912,23496,59215,79677,139071,116600,81007,41211,37138,40516,134696,138983
tt1474,76273,22247,22135,23052,59956,76273,115489,127840,70279,33494,27887,48424,138536,133543
tt1475,64474,25727,26854,28990,58767,64474,97007,115194,67558,23427,23561,58984,131569,122603
tt1476,59718,35063,38047,38868,60193,59718,92919,117974,62092,33034,35664,65576,125333,116042
tt1477,58289,36564,39212,41850,57299,58289,101434,123177,55778,31645,38924,64927,115285,110103
tt1478,55095,33597,35392,43015,54460,55095,106705,96890,52877,23657,32740,62890,93962,103157
tt1479,54181,34056,34433,46019,54009,54181,107877,81430,51157,21249,30649,60813,73606,97964
tt1480,57022,32215,32219,45890,50143,57022,116532,81646,53712,19860,28705,51981,67561,96423
tt1481,66722,32482,33201,47602,47904,66722,123227,94012,66928,22235,28862,43699,76408,108259
tt1482,75158,28703,29948,46371,42310,75158,131900,101221,77942,23111,25689,35095,90351,120297
tt1483,71600,22448,24181,41571,38275,71600,135864,97032,74341,24782,22212,29449,101003,116806
tt1484,77487,21063,20938,35664,36746,77487,142150,104655,74739,34605,20657,25892,116865,122757
tt1485,72148,15254,9177,18849,23357,72148,135012,101672,62340,31792,8993,11227,115819,118201
tt1486,89347,19413,10046,17620,24416,89347,133155,99820,58856,35510,11017,11034,118168,119763
tt1487,88028,24462,9802,15316,23546,88028,134179,95676,61601,37948,14141,10358,121827,122987
tt1488,88431,29543,9683,12648,22855,88431,133921,90268,65376,39121,17558,10202,125203,124361
tt1489,88816,34676,9663,10294,22242,88816,134074,87452,68309,42481,21784,10166,126930,125544
tt1490,89205,40220,9650,9414,21614,89205,134497,87217,72671,45525,22240,10216,128548,127366
tt1491,91726,45957,9675,9480,21082,91726,134214,87445,69737,48881,23889,10972,131856,129455
tt1492,96103,46343,9705,10414,21011,96103,136469,88418,66863,49372,27880,12809,135178,131783
tt1493,101433,41274,10208,14710,21297,101433,140614,90878,70617,53497,32232,14775,136977,133835
tt1494,103904,36968,12774,16454,23560,103904,146675,95264,76068,62716,38454,17816,135823,136056
tt1495,115392,44010,26958,27103,41777,115392,159451,107264,89952,74659,56406,29603,146426,147118
tt1496,98208,32883,24871,24976,42455,98208,161079,106919,93810,61291,53456,26842,143407,149941
tt1497,89636,23724,23558,28301,45813,89636,153406,89817,82320,40037,39050,35364,110036,141923
tt1498,88640,22800,22231,34723,46900,88640,154497,81148,78342,25108,30464,40005,85332,142279
tt1499,79483,28717,25369,44691,51341,79483,146809,69996,69032,25462,23521,45734,60932,134416
tt1500,75267,40390,33775,56733,58813,75267,146086,65454,62376,36025,32437,54975,53143,130454
tt1501,72265,39787,34137,58092,56546,72265,145845,60540,56911,35778,36856,56985,44313,126508
tt1502,67955,35796,30751,57005,51381,67955,139577,53529,51854,31151,31173,54917,30287,123547
tt1503,68559,36506,30432,60082,48433,68559,136349,48917,49135,30764,27410,53679,23586,124961
tt1504,75387,34054,27512,60154,45103,75387,137735,49544,52430,29437,23610,46772,22378,128046
tt1505,89204,32978,28537,62387,44412,89204,145599,56671,63805,31425,24553,43534,26758,134604
tt1506,99048,28919,26339,59101,41072,99048,152600,68122,77020,26598,23739,39170,34691,136473
tt1507,93991,22564,22764,48322,38378,93991,147386,74113,75648,20386,21184,34740,45473,126791
tt1508,98242,20522,20764,37680,36684,98242,150146,87526,77989,26286,20915,31424,58305,128910
tt1509,92238,9731,9131,19790,23103,92238,141513,86361,68351,24501,14056,16038,57849,121808
tt1510,109592,12233,9971,18238,24378,109592,137771,87905,66516,27271,18417,14868,54650,121026
tt1511,107841,16408,9772,14738,23919,107841,137063,89086,66320,30579,23650,12107,52841,123033
tt1512,107992,20694,9695,12850,23778,107992,136203,89582,66992,33628,29042,10037,57658,124860
tt1513,108586,25105,9743,12469,23522,108586,134871,91148,69454,33545,33692,9858,62801,126439
tt1514,109017,29341,9745,11410,22931,109017,134661,93760,71466,36204,37347,9870,67368,127161
tt1515,109633,33638,9757,10113,22207,109633,134769,96561,71865,41929,40786,9914,68851,127617
tt1516,110609,36298,9757,9682,21602,110609,132383,99907,71515,42839,44089,10092,68056,128062
tt1517,111985,37147,10047,10025,21945,111985,131621,104266,72466,46915,47583,12147,65969,128681
tt1518,112102,37310,12439,12407,24590,112102,133842,110288,74764,55418,53479,16626,66105,131038
tt1519,122633,55302,27005,26872,44925,122633,142864,123610,86021,64396,67541,28415,78279,142686
tt1520,104013,45420,24828,25350,48703,104013,141378,123639,87185,42162,71188,31088,81344,145608
tt1521,90743,25501,23694,31642,54820,90743,124504,105385,75310,24868,48229,44073,66810,138236
tt1522,83600,23645,22450,37749,53961,83600,119557,93886,71524,28213,26841,47998,54909,140851
tt1523,71169,27776,25894,43444,53821,71169,111408,79929,62160,34112,23796,52987,36234,136591
tt1524,63315,35868,33691,52962,56912,63315,102272,72847,57855,41458,33508,59170,29698,135499
tt1525,52376,36894,33922,54396,55120,52376,92140,68535,55334,41807,36233,59226,25909,134072
tt1526,39676,35394,30998,50970,52869,39676,89022,64649,51181,39207,30092,56833,26240,131235
tt1527,35503,36611,30414,52826,53216,35503,95400,61347,50854,37856,30277,56080,26626,129853
tt1528,40700,34838,28744,51494,50237,40700,102957,64827,58209,33799,27359,51820,26993,130774
tt1529,53913,34476,30599,51478,48188,53913,110558,77001,72226,33724,29579,44760,29348,135465
tt1530,67871,29910,27896,47753,42915,67871,112765,91839,81316,28327,25854,31457,24483,134995
tt1531,72058,24192,23249,39925,38700,72058,105507,99170,77682,21176,21191,22638,21052,122755
tt1532,83164,21031,20908,31930,35948,83164,109557,111655,83998,20245,20648,21161,27903,121410
tt1533,80876,9046,9171,14700,21443,80876,103264,107105,78554,10754,10712,9550,17344,109674
tt1534,100535,12943,9982,13164,23169,100535,101495,107564,79560,16728,12695,10362,14514,106188
tt1535,101040,20883,9741,12069,23884,101040,101817,111406,83988,21637,14393,10127,15335,105386
tt1536,103410,29078,9652,11299,25144,103410,104024,115235,88006,26410,16811,10037,21493,99562
tt1537,106377,32396,9652,10564,25384,106377,108963,118396,90476,31088,18778,10073,27870,97788
tt1538,109640,30730,9680,9931,24729,109640,119145,121049,92425,37095,20420,10166,34178,98803
tt1539,112217,28070,9716,9699,23688,112217,130170,123610,94331,39943,22671,10610,43350,96534
tt1540,113863,25165,9737,9642,22861,113863,136403,124808,96417,43131,22836,11631,52421,96824
tt1541,115692,22682,10044,9976,22929,115692,140653,125373,98986,48278,24574,12862,53682,97988
tt1542,114703,22222,12466,12381,25172,114703,146844,127540,100036,52681,28460,16204,53446,100721
tt1543,123545,33036,26865,26879,43131,123545,162835,137616,108202,64249,40557,28202,73446,113361
tt1544,100849,26752,24836,25225,43637,100849,168708,136889,106160,45124,43378,34271,86707,115959
tt1545,76233,24090,23738,27701,47594,76233,162450,119843,90727,25286,50536,45087,88064,106944
tt1546,60626,23642,22510,28421,48064,60626,162803,107537,84177,27337,58339,48909,97284,108201
tt1547,47526,28310,25894,32944,50055,47526,154380,88369,72316,35201,40031,55571,79320,100323
tt1548,44300,37574,34446,41665,55098,44300,151459,75087,68338,45365,30031,63040,63764,95826
tt1549,41781,38416,35642,43410,53711,41781,150342,67568,67442,46829,25248,62603,59273,92779
tt1550,36892,34646,33134,41612,50711,36892,145754,66742,62137,43609,21418,57186,56217,91709
tt1551,36166,34222,34080,42505,49962,36166,144467,71022,58401,42145,21395,54371,54911,95358
tt1552,40103,32193,32012,41574,47024,40103,151968,82919,62040,36228,20902,49230,62056,102455
tt1553,51624,33746,34218,42915,45597,51624,167168,98667,74768,33029,23370,46681,69189,110810
tt1554,61385,31126,30005,39797,41173,61385,175434,109395,86726,26317,22923,40880,76742,111687
tt1555,58698,24899,24751,33226,38654,58698,168947,106411,85062,20423,21333,33794,79355,100795
tt1556,65667,20852,21472,27248,37819,65667,172755,111951,91971,23029,24859,29503,89275,102583
tt1557,60603,11273,9117,10486,25073,60603,168136,106417,85197,17757,15603,14064,86785,95078
tt1558,77769,15575,9962,9881,26069,77769,169193,105429,82431,18866,16413,13182,91032,94331
tt1559,76773,18824,9790,9820,25048,76773,177110,106001,81759,20475,19160,10583,100404,95998
tt1560,77687,22293,9727,9795,24193,77687,186600,106387,82002,23394,22147,9685,106029,97216
tt1561,78656,24355,9776,9825,24018,78656,194357,106391,83401,23661,22925,9731,110438,98317
tt1562,79666,25284,9767,9860,23873,79666,200749,105853,85164,21357,23489,9743,117104,99708
tt1563,79937,26215,9722,10147,23673,79937,203235,105137,87534,19904,24988,9739,122176,101394
tt1564,79234,29981,9783,10527,23165,79234,204936,104444,88813,18911,25753,9735,127331,103398
tt1565,78798,37290,10069,10565,23133,78798,211836,103796,93295,19656,26863,9984,134089,105312
tt1566,79260,47217,12441,13241,25094,79260,217098,104406,99949,21420,31060,12385,144782,107896
tt1567,92871,57909,26973,28249,44238,92871,230728,113720,110113,36277,46556,27313,159168,119674
tt1568,77303,40943,24914,25446,45282,77303,234091,115506,110976,27753,43152,31110,146695,122488
tt1569,61232,24899,23632,28344,49987,61232,219677,105834,99251,29289,28232,40862,109701,111147
tt1570,51250,23369,22277,32891,51432,51250,216386,100478,98104,34251,23366,44536,92165,108667
tt1571,37879,28261,26073,38294,55257,37879,201829,85811,98637,38543,30311,49448,75157,103828
tt1572,33731,37656,34665,46683,61655,33731,189473,75135,108148,46578,41289,55809,64824,105731
tt1573,33157,38796,35698,47518,59249,33157,186741,69101,95900,45220,36250,55949,60980,108785
tt1574,32402,35042,31891,45431,54385,32402,173828,67171,89525,38955,29303,53265,56361,108206
tt1575,33783,36453,32649,46459,51675,33783,161383,67805,88122,34933,30855,51220,51571,107302
tt1576,36855,35973,30842,46753,47895,36855,159541,73941,90965,29727,31725,46934,53513,109524
tt1577,44994,37453,30927,48536,47143,44994,165728,85787,99853,28919,32182,44523,64602,117199
tt1578,53714,31815,27277,45794,43993,53714,179811,93688,104069,24314,27447,40839,77683,121088
tt1579,50654,24939,23960,39354,40975,50654,187002,91242,97868,20458,23298,36715,88935,111947
tt1580,54834,21229,21229,31049,38963,54834,191803,99290,100348,20479,20744,32771,103083,113273
